Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,58,870,40,Outlet
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,62,930,39,Outlet
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15,78,1170,48,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,225,3375,1350,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,250,3750,1500,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,275,4125,1650,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,39,624,29,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18,45,810,43,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18,52,936,49,Online
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,18,79,1422,55,Outlet
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,18,88,1584,73,Outlet
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,18,98,1764,90,Online
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19,49,931,47,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19,73,1387,67,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19,88,1672,77,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,19,154,2926,146,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,34,680,34,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,56,1120,57,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,20,78,1560,59,Outlet
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,125,2500,1000,Online
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,150,3000,1200,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,173,3460,163,Outlet
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,3500,1400,Online
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,184,3680,169,Outlet
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,200,4000,1600,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,225,4500,1800,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,250,5000,1750,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,350,7000,2450,Online
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,20,350,7000,2800,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,570,11400,4560,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,22,68,1496,57,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Women's Apparel,22,111,2442,105,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23,65,1495,72,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,23,68,1564,70,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,23,69,1587,86,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,23,119,2737,129,Outlet
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,24,85,2040,82,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,24,152,3648,193,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,123,3075,120,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,225,5625,1969,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,25,250,6250,2188,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,25,275,6875,2750,Online
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,525,13125,5250,Online
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,26,61,1586,67,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26,74,1924,81,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Apparel,27,54,1458,57,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,88,2376,100,Outlet
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,107,2889,124,Outlet
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,28,91,2548,132,Online
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Women's Apparel,28,94,2632,145,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,28,128,3584,147,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,28,179,5012,216,Outlet
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,29,50,1450,70,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,29,93,2697,102,Outlet
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,29,102,2958,133,Outlet
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,29,137,3973,215,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,30,200,6000,2100,Online
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Women's Apparel,30,325,9750,3900,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,30,350,10500,4200,Online
West Gear,1197831,10/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,30,525,15750,6300,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,32,111,3552,149,Outlet
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,32,192,6144,283,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,33,80,2640,108,Outlet
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,33,88,2904,131,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,33,116,3828,172,Outlet
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,33,131,4323,186,Outlet
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,34,49,1666,78,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34,59,2006,110,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,34,72,2448,127,Online
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,34,75,2550,120,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35,135,4725,180,Outlet
West Gear,1197831,3/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,35,175,6125,2144,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,35,196,6860,316,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,225,7875,3150,Online
West Gear,1197831,2/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,35,275,9625,3850,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35,350,12250,4288,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,36,88,3168,165,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,36,107,3852,177,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,36,167,6012,325,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37,88,3256,169,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37,140,5180,218,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Apparel,38,53,2014,101,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,38,87,3306,165,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,38,98,3724,168,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,38,113,4294,202,Outlet
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,38,156,5928,302,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,39,87,3393,153,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Apparel,40,105,4200,155,Outlet
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,40,143,5720,240,Outlet
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Apparel,40,166,6640,312,Outlet
West Gear,1197831,4/20/21,South,Oklahoma,Oklahoma City,Men's Apparel,40,175,7000,2450,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40,300,12000,4200,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,300,12000,4800,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,40,325,13000,5200,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40,375,15000,5250,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,595,23800,9520,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,600,24000,9600,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,41,85,3485,185,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,41,105,4305,164,Outlet
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,41,230,9430,396,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,42,98,4116,214,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,43,75,3225,145,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,43,116,4988,205,Outlet
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,43,238,10234,430,Outlet
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,44,94,4136,223,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,45,117,5265,263,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,45,163,7335,345,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,45,250,11250,3938,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45,325,14625,5850,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,45,350,15750,6300,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,45,375,16875,6750,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Apparel,47,81,3807,171,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,47,113,5311,281,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,49,150,7350,397,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Apparel,50,124,6200,322,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,182,9100,473,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Apparel,50,300,15000,5250,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,50,375,18750,7500,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50,450,22500,7875,Online
West Gear,1197831,9/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,575,28750,11500,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,51,87,4437,209,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,51,113,5763,271,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,55,124,6820,348,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Men's Apparel,55,300,16500,5775,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,55,450,24750,8663,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Women's Apparel,55,475,26125,10450,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,55,700,38500,15400,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,56,189,10584,540,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,59,98,5782,266,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,60,350,21000,7350,Online
West Gear,1197831,6/21/21,South,Oklahoma,Oklahoma City,Women's Apparel,60,475,28500,11400,Online
West Gear,1197831,8/20/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,60,675,40500,16200,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,61,142,8662,468,Online
West Gear,1197831,7/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,65,525,34125,13650,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Street Footwear,14,210,2940,123,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Street Footwear,15,215,3225,135,Outlet
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Street Footwear,18,184,3312,129,Outlet
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Street Footwear,18,203,3654,183,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Street Footwear,19,162,3078,114,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Street Footwear,19,195,3705,174,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Athletic Footwear,20,116,2320,114,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Street Footwear,20,650,13000,4550,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Street Footwear,20,700,14000,4900,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Athletic Footwear,21,215,4515,176,Outlet
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Athletic Footwear,22,247,5434,223,Outlet
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Street Footwear,23,167,3841,181,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Apparel,23,176,4048,231,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Street Footwear,24,138,3312,156,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Athletic Footwear,24,155,3720,186,Outlet
West Gear,1197831,3/6/21,West,Idaho,Boise,Women's Apparel,25,124,3100,164,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Street Footwear,25,475,11875,4156,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Street Footwear,25,575,14375,5031,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Apparel,27,91,2457,79,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Apparel,28,138,3864,236,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Athletic Footwear,28,196,5488,263,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Athletic Footwear,29,113,3277,180,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Athletic Footwear,29,195,5655,271,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Athletic Footwear,30,375,11250,5063,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Women's Apparel,30,550,16500,8250,Online
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Athletic Footwear,30,650,19500,6825,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Athletic Footwear,30,725,21750,7613,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Street Footwear,31,233,7223,274,Outlet
West Gear,1197831,3/6/21,West,Idaho,Boise,Men's Apparel,32,88,2816,99,Outlet
West Gear,1197831,3/6/21,West,Idaho,Boise,Women's Apparel,33,116,3828,249,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Athletic Footwear,33,130,4290,236,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Athletic Footwear,33,187,6171,302,Outlet
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Apparel,33,240,7920,436,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Apparel,34,72,2448,105,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Apparel,34,120,4080,143,Outlet
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Street Footwear,34,186,6324,259,Outlet
West Gear,1197831,7/6/21,West,Idaho,Boise,Women's Street Footwear,34,278,9452,397,Outlet
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Athletic Footwear,35,263,9205,377,Outlet
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Street Footwear,35,264,9240,425,Outlet
West Gear,1197831,4/5/21,West,Idaho,Boise,Men's Apparel,35,275,9625,2888,Online
West Gear,1197831,3/6/21,West,Idaho,Boise,Women's Apparel,35,400,14000,7000,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Athletic Footwear,35,500,17500,7875,Online
West Gear,1197831,3/6/21,West,Idaho,Boise,Men's Apparel,37,75,2775,125,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Women's Athletic Footwear,38,158,6004,318,Outlet
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Apparel,39,248,9672,532,Outlet
West Gear,1197831,3/6/21,West,Idaho,Boise,Men's Apparel,40,250,10000,3000,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Athletic Footwear,40,271,10840,466,Outlet
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Street Footwear,42,195,8190,401,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Apparel,42,218,9156,577,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Apparel,43,158,6794,231,Outlet
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Apparel,43,173,7439,298,Outlet
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Street Footwear,45,750,33750,11813,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Women's Apparel,45,750,33750,16875,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Athletic Footwear,46,188,8648,415,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Women's Street Footwear,46,241,11086,610,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Apparel,47,120,5640,226,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Women's Athletic Footwear,47,137,6439,412,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Street Footwear,47,174,8178,393,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Athletic Footwear,48,143,6864,405,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Street Footwear,48,217,10416,521,Online
West Gear,1197831,5/5/21,West,Idaho,Boise,Men's Apparel,50,400,20000,6000,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Women's Athletic Footwear,50,525,26250,13125,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Athletic Footwear,50,550,27500,12375,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Street Footwear,50,600,30000,10500,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Athletic Footwear,50,750,37500,13125,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Street Footwear,50,775,38750,15500,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Women's Street Footwear,50,925,46250,18500,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Apparel,52,117,6084,262,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Athletic Footwear,52,202,10504,546,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Apparel,53,131,6943,333,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Apparel,55,231,12705,775,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Apparel,55,450,24750,7425,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Apparel,55,525,28875,10106,Online
West Gear,1197831,7/6/21,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,Online
West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Apparel,60,825,49500,24750,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Street Footwear,19,106,2014,107,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Women's Street Footwear,20,124,2480,131,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Street Footwear,20,425,8500,3400,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Women's Street Footwear,20,475,9500,3800,Online
Amazon,1185732,9/9/21,Midwest,Ohio,Columbus,Women's Street Footwear,23,138,3174,175,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,98,2352,122,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,102,2448,122,Online
Amazon,1185732,9/9/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,113,2712,138,Online
Amazon,1185732,11/10/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,24,140,3360,151,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,325,8125,3250,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,350,8750,3500,Online
Amazon,1185732,9/9/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,450,11250,4500,Online
Amazon,1185732,9/9/21,Midwest,Ohio,Columbus,Women's Street Footwear,25,475,11875,4750,Online
Amazon,1185732,11/10/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,25,500,12500,4375,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Women's Street Footwear,27,106,2862,152,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,27,126,3402,153,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Men's Street Footwear,27,231,6237,324,Online
Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Street Footwear,28,75,2100,109,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,28,111,3108,152,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Women's Apparel,28,128,3584,219,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Street Footwear,28,218,6104,336,Online
Amazon,1185732,2/22/21,Midwest,Ohio,Columbus,Women's Street Footwear,29,63,1827,97,Online
Amazon,1185732,2/11/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,101,2929,146,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,112,3248,166,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,29,138,4002,188,Online
Amazon,1185732,2/11/21,Midwest,Ohio,Columbus,Women's Apparel,29,143,4147,253,Online
Amazon,1185732,2/22/21,Midwest,Ohio,Columbus,Women's Street Footwear,30,250,7500,3000,Online
Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Street Footwear,30,300,9000,3600,Online
Amazon,1185732,2/11/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,30,375,11250,4500,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,30,400,12000,4800,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,425,12750,4463,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Women's Street Footwear,30,425,12750,5100,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,450,13500,4725,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Women's Apparel,30,475,14250,7125,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,550,16500,5775,Online
Amazon,1185732,2/11/21,Midwest,Ohio,Columbus,Women's Apparel,30,550,16500,8250,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Street Footwear,30,725,21750,8700,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Men's Street Footwear,30,770,23100,9240,Online
Amazon,1185732,11/10/21,Midwest,Ohio,Columbus,Women's Street Footwear,32,116,3712,186,Online
Amazon,1185732,9/9/21,Midwest,Ohio,Columbus,Men's Apparel,32,122,3904,187,Online
Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,34,42,1428,71,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Apparel,34,137,4658,303,Online
Amazon,1185732,11/10/21,Midwest,Ohio,Columbus,Men's Street Footwear,34,169,5746,299,Online
Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,35,150,5250,2100,Online
Amazon,1185732,11/10/21,Midwest,Ohio,Columbus,Women's Street Footwear,35,445,15575,6230,Online
Amazon,1185732,9/9/21,Midwest,Ohio,Columbus,Men's Apparel,35,450,15750,5513,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Apparel,35,525,18375,9188,Online
Amazon,1185732,11/10/21,Midwest,Ohio,Columbus,Men's Street Footwear,35,675,23625,9450,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Men's Street Footwear,36,210,7560,393,Online
Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Women's Apparel,37,81,2997,162,Online
Amazon,1185732,3/9/21,Midwest,Ohio,Columbus,Men's Apparel,37,113,4181,205,Online
Amazon,1185732,10/11/21,Midwest,Ohio,Columbus,Men's Apparel,37,116,4292,197,Online
Amazon,1185732,1/22/21,Midwest,Ohio,Columbus,Men's Street Footwear,37,135,4995,270,Online
Amazon,1185732,9/9/21,Midwest,Ohio,Columbus,Women's Apparel,37,138,5106,317,Online
